TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-8516-2026","2026-02-23 15:58:52","Sales","Sale","Ready","Free Hold","Residential","Jabal Ali First","Unit","Flat","830000","48.61","48.61","1 B/R","T1-P2-92","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","The Nook"
"11-8517-2026","2026-02-23 16:18:35","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1025000","79.43","79.43","1 B/R","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","LAKE VIEW"
"11-8518-2026","2026-02-23 17:18:41","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","962000","78.1","78.1","1 B/R","G-47","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Jewelz Residence"
"11-8519-2026","2026-02-24 09:00:29","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1470000","59.21","59.21","1 B/R","B2-2099","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","PARK RIDGE"
"11-8520-2026","2026-02-25 14:54:04","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1900000","79.64","79.64","1 B/R","B2-153","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8521-2026","2026-02-26 14:25:19","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1900000","76.98","76.98","1 B/R","B2-148","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8522-2026","2026-02-25 17:02:41","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1900000","79.73","79.73","1 B/R","B2-150","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8523-2026","2026-02-25 17:02:54","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1995000","91.53","91.53","1 B/R","B2-151","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8524-2026","2026-02-25 16:56:54","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1139050","47.26","47.26","Studio","B3-117","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8525-2026","2026-02-25 16:56:42","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1900000","79.24","79.24","1 B/R","B2-154","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8526-2026","2026-02-25 16:51:57","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1995000","97.92","97.92","1 B/R","B1-2","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8527-2026","2026-02-25 16:08:16","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1995000","76.98","76.98","1 B/R","B1-4","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8528-2026","2026-02-25 16:06:41","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1900000","79.73","79.73","1 B/R","B1-6","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8529-2026","2026-02-25 16:04:20","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1995000","91.5","91.5","1 B/R","B1-7","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8530-2026","2026-02-25 16:04:46","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1148455","47.32","47.32","Studio","B3-123","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8531-2026","2026-02-25 16:01:20","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1900000","79.24","79.24","1 B/R","B1-10","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8532-2026","2026-02-25 15:58:32","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1900000","79.64","79.64","1 B/R","B1-9","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8533-2026","2026-02-25 15:35:15","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1995000","90.32","90.32","1 B/R","B1-3","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8535-2026","2026-02-23 21:54:00","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","1298000","92.45","92.45","2 B/R","G-58  0","","","Expo 2020 Site","0","0","","MAJESTIQUE RESIDENCE 1"
"11-8536-2026","2026-02-23 22:02:20","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","578000","35","35","Studio","G-47  0","","","Expo 2020 Site","0","0","","MAJESTIQUE RESIDENCE 2"
"11-8537-2026","2026-02-23 22:31:37","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","2200000","115.06","115.06","2 B/R","P2-04","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE DISTINCTION"
"11-8541-2026","2026-02-24 08:26:13","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","2170000","95.95","95.95","2 B/R","P2-65","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","",""
"11-8542-2026","2026-02-24 11:05:22","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1600000","84.45","84.45","1 B/R","P2-2034","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","PARK ISLANDS"
"11-8543-2026","2026-02-24 08:42:33","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","2025000","111.99","111.99","1 B/R","B213","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","",""
"11-8544-2026","2026-02-24 09:09:32","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","800000","36.64","36.64","Studio","G-25","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","MAG EYE Phase 1"
"11-8545-2026","2026-02-24 09:13:40","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1700000","172.24","172.24","2 B/R","89-90","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-8546-2026","2026-02-24 13:32:26","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1450000","103.27","103.27","2 B/R","P2-12","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti House"
"11-8547-2026","2026-02-24 14:03:06","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1460000","103.19","103.19","2 B/R","P2-38","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti House"
"11-8548-2026","2026-02-24 14:32:46","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","2400000","203.09","203.09","3 B/R","A138-A139","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-8549-2026","2026-02-24 17:04:05","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","420945.44","30.94","77.34","2 B/R","G-62","","","Expo 2020 Site","0","0","",""
"11-8551-2026","2026-02-24 10:02:00","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","2250000","129.14","129.14","2 B/R","P-28","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","AVENUE RESIDENCE 5"
"11-8552-2026","2026-02-24 10:17:27","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","3100000","119.84","119.84","2 B/R","G- 128","Nakheel Metro Station","Marina Mall","Burj Al Arab","0","0","",""
"11-8553-2026","2026-02-24 09:50:00","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2050000","64.76","64.76","1 B/R","L1-288","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","FORTE"
"11-8554-2026","2026-02-24 10:03:19","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1300000","74.31","74.31","1 B/R","B-183","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Phoenix"
"11-8558-2026","2026-02-24 10:07:17","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","3307284.4","183.51","183.51","2 B/R","3-B270","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","MARINA RESIDENCE"
"11-8559-2026","2026-02-24 11:55:53","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1000000","80.65","80.65","1 B/R","B-86","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","HYATI RESIDENCE"
"11-8560-2026","2026-02-24 11:08:13","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1435135","102.56","102.56","Office","1","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-8561-2026","2026-02-24 09:51:47","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","825000","71.38","71.38","1 B/R","G-42","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","ELITE 10 SPORTS RESIDENCE"
"11-8562-2026","2026-02-24 10:22:00","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","1550000","50.91","50.91","Studio","","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","PALM VIEWS - EAST"
"11-8563-2026","2026-02-24 10:04:48","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1025000","91.32","91.32","1 B/R","20","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-8564-2026","2026-02-24 11:12:40","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1658735","118.54","118.54","Office","1","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-8566-2026","2026-02-24 10:35:46","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","4950000","183.75","183.75","3 B/R","B-94, B-95","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","BLVD CRESCENT "
"11-8567-2026","2026-02-24 10:28:18","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","2200000","126.65","126.65","Office","DMCC-L3-3195","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-8568-2026","2026-02-24 10:30:35","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1130000","83.33","83.33","1 B/R","0","Marina Mall Metro Station","Marina Mall","Burj Al Arab","0","0","","ARMADA TOWERS"
"11-8569-2026","2026-02-24 11:17:18","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1435135","102.56","102.56","Office","1","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-8571-2026","2026-02-24 13:49:21","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1277625.49","175.24","175.24","1 B/R","B1-17","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","NOORA RESIDENCE 1"
"11-8573-2026","2026-02-24 10:25:40","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1300000","74.22","74.22","1 B/R","B-184","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Phoenix"
"11-8574-2026","2026-02-24 12:50:55","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","780000","66.23","66.23","1 B/R","P3-29","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-8575-2026","2026-03-16 13:38:46","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3425500","147.07","147.07","2 B/R","L5-209","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-8577-2026","2026-02-24 10:48:25","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","820000","88","88","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-8578-2026","2026-02-24 10:33:17","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","767509.87","89.13","89.13","1 B/R","B3-148","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Orra The Embankment"
"11-8580-2026","2026-02-25 09:46:51","Sales","Sale","Ready","Free Hold","Residential","Al Satwa","Unit","Flat","1711693","121.19","121.19","1 B/R","P2-69","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","Arista One"
"11-8581-2026","2026-02-25 09:48:40","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1150000","59.78","59.78","Studio","P1-92","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland Greens - Phase III"
"11-8582-2026","2026-02-24 10:31:00","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","668051.34","77.58","77.58","1 B/R","B3-145","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Orra The Embankment"
"11-8583-2026","2026-02-24 12:35:03","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","750000","77.54","77.54","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-8584-2026","2026-02-24 10:28:42","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","687943.04","79.89","79.89","1 B/R","B3-144","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Orra The Embankment"
"11-8585-2026","2026-02-24 10:26:45","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2844000","85.99","85.99","2 B/R","B-25","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Three"
"11-8586-2026","2026-02-24 10:51:04","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","320000","45","45","Studio","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"11-8587-2026","2026-02-24 10:43:59","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2340000","67.65","67.65","1 B/R","B1-89","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula One"
"11-8588-2026","2026-02-24 10:58:42","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1520000","57.5","57.5","1 B/R","B1-42","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","15 Northside"
"11-8589-2026","2026-02-24 12:40:29","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","820000","36.96","36.96","Studio","L 2-2077","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-8592-2026","2026-02-24 11:14:06","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1700000","110.28","110.28","2 B/R","1","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","PALLADIUM"
"11-8595-2026","2026-02-24 11:07:58","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","800000","40.49","40.49","Studio","B2-103","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","EXECUTIVE BAY B"
"11-8596-2026","2026-02-26 14:59:47","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1148455","48.43","48.43","Studio","B3-122","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8597-2026","2026-02-24 11:06:13","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","565000","41.43","41.43","Studio","B-68","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Samia Residence"
"11-8598-2026","2026-02-24 10:57:37","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1385000","87.33","87.33","2 B/R","P4-03","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","CLOUD Tower "
"11-8599-2026","2026-02-24 11:59:48","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","355000","45","45","Studio","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"11-8601-2026","2026-02-24 10:57:50","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","3350000","131.27","131.27","NA","DS-219,DS-220 & DS-221","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"11-8602-2026","2026-02-24 11:31:01","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","4040000","153.08","153.08","3 B/R","B1-41, B1-42","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Island Park I "
"11-8603-2026","2026-02-24 11:00:16","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3795000","150.46","150.46","3 B/R","P1-005 , P1-006","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","CREEKSIDE 18"
"11-8604-2026","2026-02-24 11:17:12","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","2650000","177.72","177.72","3 B/R","B520/ B521","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","",""
"11-8605-2026","2026-02-24 11:38:07","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2430000","125.44","125.44","2 B/R","B1-189","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","0","0","","ORRA MARINA"
"11-8606-2026","2026-02-25 20:34:04","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1900000","78.85","78.85","1 B/R","B1-1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","SOL BAY "
"11-8607-2026","2026-02-24 11:25:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3300000","123.03","123.03","2 B/R","B1-45","Creek Metro Station","Dubai Mall","Dubai International Airport","0","0","","The Grand "
"11-8608-2026","2026-02-24 11:35:37","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1035000","68.35","68.35","1 B/R","P1-22","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Corner"
"11-8609-2026","2026-02-24 11:34:58","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","6430265","346.31","346.31","2 B/R","G-60","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","BALQIS RESIDENCE"
"11-8612-2026","2026-02-24 11:18:27","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1468214.5","69.62","69.62","1 B/R","P2-149","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Marina Living"
"11-8614-2026","2026-02-24 11:05:40","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","3000000","88.75","88.75","2 B/R","P-1137","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Lime Gardens "
"11-8615-2026","2026-02-24 11:21:47","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","775000","68.64","68.64","1 B/R","B-29","Dubai Internet City","","Motor City","0","0","","GLITZ RESIDENCE 3"
"11-8616-2026","2026-02-24 11:25:15","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","650000","32.81","32.81","Studio","L1-11","","","Dubai Cycling Course","0","0","","LIVA"
"11-8618-2026","2026-02-24 11:20:00","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1160000","65.38","65.38","1 B/R","95(B03)","Dubai Marina","Marina Mall","Burj Al Arab","0","0","",""
"11-8619-2026","2026-02-24 11:45:19","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1175000","71.18","71.18","1 B/R","B-58","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Phoenix"
"11-8620-2026","2026-02-24 11:28:12","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","835000","37.7","37.7","Studio","1","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","DUBAI ARCH TOWER"
"11-8621-2026","2026-02-24 11:09:24","Sales","Sale","Ready","Free Hold","Residential","BLUEWATERS","Unit","Flat","10100000","147.86","147.86","2 B/R","B511","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","","Bluewaters Residences "
"11-8622-2026","2026-02-24 11:25:26","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Office","744432","53.2","53.2","Office","B-110","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","DIAMOND BUSINESS CENTER"
"11-8623-2026","2026-02-24 11:45:52","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1200000","113.67","113.67","2 B/R","P-40","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PLAZZO HEIGHTS"
"11-8624-2026","2026-02-24 13:11:45","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","1160000","47.25","47.25","Office","B1-008","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","PARK LANE TOWER"
"11-8627-2026","2026-02-24 11:27:08","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1650000","134.43","134.43","2 B/R","1-2","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","Azizi. Iris"
"11-8628-2026","2026-02-24 11:44:42","Sales","Sale","Ready","Free Hold","Residential","Al Wasl","Unit","Flat","2300000","63.02","63.02","1 B/R","B62","","","","0","0","","Myrtle"
"11-8629-2026","2026-02-24 12:11:15","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2000000","87.79","87.79","1 B/R","371","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","0","0","",""
"11-8630-2026","2026-02-24 11:34:49","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","3100000","170.48","170.48","2 B/R","B358","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"11-8631-2026","2026-02-24 11:46:29","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","935000","62.14","62.14","1 B/R","B-113","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Crescent "
"11-8633-2026","2026-02-24 12:51:25","Sales","Sale","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","965000","78.61","78.61","1 B/R","P1-57","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-8635-2026","2026-02-24 12:21:41","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","1740000","111.3","111.3","1 B/R","B17","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","",""
"11-8636-2026","2026-02-24 11:49:04","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","1000000","47.43","47.43","1 B/R","G-62","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 18"
"11-8637-2026","2026-02-24 11:48:12","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","415000","34.75","34.75","Studio","B1-118","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","LAKESIDE"
"11-8638-2026","2026-02-24 11:54:21","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","730000","91.97","91.97","1 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","LAGO VISTA"
"11-8639-2026","2026-02-24 12:07:25","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1800000","76.09","76.09","1 B/R","P1-46","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","BERKELEY PLACE "
"11-8640-2026","2026-02-24 11:54:27","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2250000","92.1","92.1","1 B/R","P2-52","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","BERKELEY PLACE "
"11-8641-2026","2026-02-24 13:11:03","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","1050000","48.04","48.04","Office","B2-050","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","PARK LANE TOWER"
"11-8643-2026","2026-02-24 12:03:49","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","3015000","144.61","144.61","Office","B2-134 , P1-13","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","IRIS BAY"
"11-8644-2026","2026-02-24 12:12:40","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","780000","85.15","85.15","1 B/R","B4-57","","","IMG World Adventures","0","0","",""
"11-8645-2026","2026-02-24 13:06:42","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","800000","101.52","101.52","Office","B3-10","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-8646-2026","2026-02-24 12:12:58","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Hotel Apartment","4750000","102.4","102.4","2 B/R","L2-T2-866","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","ADDRESS HARBOUR POINT"
"11-8648-2026","2026-02-24 14:35:28","Sales","Sale","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","575000","34.85","34.85","Studio","B1-008","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","BELLA ROSE"
"11-8650-2026","2026-02-24 13:22:13","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","4800000","335.32","335.32","4 B/R","G79","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","",""
