TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"13-4429-2026","2026-02-11 16:23:34","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","2640000","145.37","145.37","3 B/R","","","","Hamdan Sports Complex","0","0","","Arabian Ranches lll - Ruba"
"13-4434-2026","2026-02-11 19:21:01","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TILAL AL GHAF","Building","Villa","2960000","140.43","140.43","3 B/R","","","","","0","0","","Elan"
"13-4441-2026","2026-02-12 11:28:43","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2160000","188.4","188.4","3 B/R","","","","","0","0","","NOOR TOWNHOUSES"
"13-4457-2026","2026-02-12 09:29:09","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","2850000","252.96","252.96","4 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"13-4464-2026","2026-02-12 10:14:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2100000","238.25","238.25","3 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 2"
"13-4465-2026","2026-02-12 10:19:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","3320000","245.98","245.98","4 B/R","","","","IMG World Adventures","0","0","","La Violeta 2"
"13-4470-2026","2026-02-12 09:56:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3200000","251.94","251.94","4 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"13-4489-2026","2026-02-12 12:27:08","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","4200000","356.03","356.03","5 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MAPLE 2 "
"13-4500-2026","2026-02-12 11:00:39","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2358000","174","174","3 B/R","","","","","0","0","","The Valley - Orania"
"13-4515-2026","2026-02-12 11:18:41","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2620000","259.15","259.15","4 B/R","","","","IMG World Adventures","0","0","","AMARANTA 2 "
"13-4521-2026","2026-02-12 11:29:54","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SERENA","Building","Villa","400000","202.38","202.38","3 B/R","","","","Hamdan Sports Complex","0","0","","SERENA BELLA CASA"
"13-4542-2026","2026-02-12 11:36:58","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","828750","52.87","52.87","1 B/R","","","","","0","0","","Rukan 3"
"13-4545-2026","2026-02-12 12:22:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","2376000","213.11","213.11","3 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","ERANTIS"
"13-4552-2026","2026-02-12 12:42:23","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2720000","228.91","228.91","4 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 2"
"13-4559-2026","2026-02-12 12:41:16","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","1386356","168.03","168.03","3 B/R","","","","","0","0","","Mudon Al Ranim 2"
"13-4571-2026","2026-02-12 13:01:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","784000","52.87","52.87","1 B/R","","","","","0","0","","Rukan 3"
"13-4592-2026","2026-02-12 15:04:05","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","2280000","128.58","128.58","3 B/R","","","","Global Village","0","0","","Arabian Ranches III - SUN"
"13-4597-2026","2026-02-12 14:21:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","2960000","208.26","208.26","2 B/R","","","","Motor City","0","0","",""
"13-4608-2026","2026-02-12 13:59:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","2050000","257.3","257.3","4 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside 3"
"13-4615-2026","2026-02-12 14:22:14","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2870000","235.09","235.09","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 12"
"13-4621-2026","2026-02-12 14:09:53","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","3360000","140.43","140.43","3 B/R","","","","","0","0","","Aura"
"13-4622-2026","2026-02-12 14:12:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","2280000","128.58","128.58","3 B/R","","","","Hamdan Sports Complex","0","0","","Arabian Ranches III - JOY"
"13-4629-2026","2026-02-12 13:55:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3960000","478.53","478.53","4 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"13-4631-2026","2026-02-12 14:17:28","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","1200000","340.93","340.93","2 B/R","","","","Motor City","0","0","",""
"13-4647-2026","2026-02-12 14:55:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SUSTAINABLE CITY","Building","Villa","1900000","195.72","195.72","3 B/R","","","","Motor City","0","0","","THE SUSTAINABLE CITY"
"13-4666-2026","2026-02-12 15:22:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH PARK","Building","Villa","3600000","336.03","336.03","4 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ROYAL PARK"
"13-4722-2026","2026-02-12 16:29:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SERENA","Building","Villa","1920000","176.4","176.4","2 B/R","","","","Hamdan Sports Complex","0","0","","Serena - Casa Viva "
"13-4801-2026","2026-02-13 10:42:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","3440000","264.96","264.96","4 B/R","","","","","0","0","","Mudon Al Ranim 3"
"13-4811-2026","2026-02-13 10:19:03","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE LAKES","Building","Villa","1607000","394.31","394.31","3 B/R","","Nakheel Metro Station","Marina Mall","Burj Al Arab","0","0","",""
"13-4815-2026","2026-02-13 10:13:40","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3850000","210.01","210.01","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"13-4817-2026","2026-02-13 09:33:27","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2680000","168.42","168.42","3 B/R","","","","","0","0","","Mudon Al Ranim 2"
"13-4832-2026","2026-02-13 10:46:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","3520000","352.46","352.46","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 4"
"13-4834-2026","2026-02-13 14:02:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2848000","330.05","330.05","3 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 3"
"13-4842-2026","2026-02-13 10:51:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE FIELD","Building","Villa","3440000","288.01","288.01","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"13-4859-2026","2026-02-13 11:29:14","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2180000","161","161","3 B/R","","","","IMG World Adventures","0","0","","AMARANTA 2 "
"13-4874-2026","2026-02-13 11:17:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","2370000","242.22","242.22","3 B/R","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-4895-2026","2026-02-13 11:53:23","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2880000","168.02","168.02","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"13-4900-2026","2026-02-13 11:59:01","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","1790000","187.92","187.92","3 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE HAYAT"
"13-4910-2026","2026-02-13 12:20:08","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","CHERRYWOODS","Building","Villa","1000000","252","252","4 B/R","","","","Dubai Cycling Course","0","0","","Cherrywoods"
"13-4925-2026","2026-02-13 15:14:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2081250","189.87","189.87","3 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE HAYAT"
"13-4944-2026","2026-02-14 10:05:24","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","GRAND VIEWS","Building","Villa","3955000","218.03","218.03","4 B/R","","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","GRAND VIEWS"
"13-4970-2026","2026-02-14 14:07:38","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","1200000","150.77","150.77","3 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside"
"13-4990-2026","2026-02-16 09:28:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","3420000","254.78","254.78","4 B/R","","","","","0","0","","Mudon Al Ranim 2"
"13-5007-2026","2026-02-16 09:56:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE FIELD","Building","Villa","2824000","187.22","187.22","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"13-5015-2026","2026-02-16 10:45:23","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3100000","289.69","289.69","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"13-5024-2026","2026-02-16 11:07:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3275000","353.47","353.47","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 4"
"13-5041-2026","2026-02-16 13:15:47","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","2995087","304.13","304.13","5 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MAPLE"
"13-5045-2026","2026-02-16 11:38:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","1500000","246.02","246.02","4 B/R","","","","IMG World Adventures","0","0","","La Violeta 2"
"13-5057-2026","2026-02-16 12:11:17","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","2200000","174","174","3 B/R","","","","","0","0","","The Valley-Nara"
"13-5073-2026","2026-02-16 13:27:32","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MOTOR CITY","Building","Villa","4200000","373.48","373.48","4 B/R","","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"13-5075-2026","2026-02-16 12:49:47","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MBR DISTRICT 7","Building","Villa","2004942.56","135.68","135.68","3 B/R","","","","","0","0","","MAG EYE Phase 1"
"13-5094-2026","2026-02-16 13:05:54","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","3396250","202.43","202.43","4 B/R","","","","","0","0","","Aura"
"13-5099-2026","2026-02-16 13:45:38","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2440000","199.76","199.76","3 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"13-5113-2026","2026-02-16 15:27:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI INDUSTRIAL CITY","Building","Villa","801988.1","120.26","120.26","3 B/R","","","","Al Makhtoum International Airport","0","0","","SAHARA MEADOWS1"
"13-5123-2026","2026-02-16 15:45:30","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2300000","297","297","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 4"
"13-5128-2026","2026-02-16 16:22:17","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE FIELD","Building","Villa","3600000","409.68","409.68","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"13-5153-2026","2026-02-17 09:36:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3040000","184.86","184.86","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 14"
"13-5155-2026","2026-02-17 09:31:58","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2780000","173.95","173.95","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"13-5162-2026","2026-02-17 10:04:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","1560000","201.6","201.6","3 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 3"
"13-5166-2026","2026-02-17 11:15:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2395000","175","175","3 B/R","","","","","0","0","","La Rosa 3"
"13-5169-2026","2026-02-17 09:47:08","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2120000","174","174","3 B/R","","","","","0","0","","The Valley - Orania"
"13-5183-2026","2026-02-17 11:59:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","2526000","269.83","269.83","3 B/R","","","","Global Village","0","0","",""
"13-5186-2026","2026-02-17 11:10:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES II","Building","Villa","2680000","181.03","181.03","3 B/R","","","","Motor City","0","0","","Al Waha"
"13-5188-2026","2026-02-17 11:30:18","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","1920000","139.92","139.92","3 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside 2"
"13-5193-2026","2026-02-17 11:52:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2500000","456.62","456.62","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 6"
"13-5195-2026","2026-02-17 12:20:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2040000","186.3","186.3","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 14"
"13-5198-2026","2026-02-17 11:57:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2120000","174","174","3 B/R","","","","","0","0","","The Valley - Orania"
"13-5199-2026","2026-02-18 10:54:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","1025500","374.67","374.67","4 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 2"
"13-5209-2026","2026-02-17 12:12:09","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","2692000","144.84","144.84","3 B/R","","","","Hamdan Sports Complex","0","0","","Arabian Ranches lll - Ruba"
"13-5238-2026","2026-02-17 14:26:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","2844621","259.92","259.92","4 B/R","","","","","0","0","","The Valley - Eden"
"13-5242-2026","2026-02-17 14:27:28","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","1011600","220.21","220.21","4 B/R","","","","","0","0","","Aura"
"13-5248-2026","2026-02-17 16:22:23","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2715000","258.17","258.17","4 B/R","","","","","0","0","","NASEEM TOWNHOUSES"
"13-5249-2026","2026-02-17 14:59:22","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","3760000","248.86","248.86","4 B/R","","","","Hamdan Sports Complex","0","0","","Arabian Ranches lll - Ruba"
"13-5258-2026","2026-02-17 18:21:18","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3546673","300.67","300.67","5 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MAPLE"
"13-5259-2026","2026-02-17 17:46:48","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","3720000","296.99","296.99","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 2"
"13-5264-2026","2026-02-17 17:57:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2000000","301.3","301.3","4 B/R","","","","IMG World Adventures","0","0","","La Violeta 2"
"13-5266-2026","2026-02-17 17:50:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","LIWAN","Building","Villa","1060000","211.54","211.54","2 B/R","","","","IMG World Adventures","0","0","","SUNRISE BOULEVARD 11"
"13-5268-2026","2026-02-17 19:17:34","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","4270000","389.94","389.94","4 B/R","","","","","0","0","","Arabian Ranches lll - June"
"13-5276-2026","2026-02-18 09:34:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","4112000","224.26","224.26","4 B/R","","","","","0","0","","Aura"
"13-5281-2026","2026-02-18 12:35:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","4620000","266.62","266.62","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- AUTUMN"
"13-5288-2026","2026-02-18 10:18:24","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SOUTH","Building","Villa","2360000","186.33","186.33","3 B/R","","","","Expo 2020 Site","0","0","","The Pulse Villas"
"13-5299-2026","2026-02-18 12:09:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SERENA","Building","Villa","3040000","259.9","259.9","3 B/R","","","","Hamdan Sports Complex","0","0","","Serena Casa Dora"
"13-5303-2026","2026-02-18 11:09:16","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1360000","97.2","97.2","2 B/R","","","","","0","0","","Rukan 3"
"13-5305-2026","2026-02-18 11:41:53","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","2780000","255.52","255.52","4 B/R","","","","","0","0","","The Valley-Nara"
"13-5308-2026","2026-02-18 11:24:09","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Me'Aisem First","Building","Villa","4440000","261.41","261.41","4 B/R","","","","","0","0","","Jumeirah Luxury"
"13-5313-2026","2026-02-18 12:15:49","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SOUTH","Building","Villa","1960000","131.02","131.02","2 B/R","","","","Expo 2020 Site","0","0","","The Pulse Villas"
"13-5342-2026","2026-02-18 12:45:27","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","3920000","224","224","4 B/R","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-5351-2026","2026-02-18 12:40:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","1880000","134.77","134.77","4 B/R","","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- SUMMER"
"13-5351-2026","2026-02-18 12:40:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","1880000","134.77","134.77","4 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- SUMMER"
"13-5364-2026","2026-02-18 12:41:24","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2900000","173.6","173.6","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"13-5369-2026","2026-02-18 13:35:23","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2600000","163.58","163.58","3 B/R","","","","IMG World Adventures","0","0","","La Violeta 2"
"13-5370-2026","2026-02-18 12:56:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","3000000","324.54","324.54","4 B/R","","","","","0","0","","The Valley - Orania"
"13-5372-2026","2026-02-18 12:53:32","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","1950000","211.31","211.31","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 3"
"13-5376-2026","2026-02-18 13:01:27","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","GRAND VIEWS","Building","Villa","3550000","218.02","218.02","4 B/R","","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","GRAND VIEWS"
"13-5377-2026","2026-02-18 13:16:09","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3607500","201.44","201.44","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","MAPLE 2 "
"13-5378-2026","2026-02-18 13:17:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","3280000","264.01","264.01","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 3"
"13-5382-2026","2026-02-18 13:12:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3727314","238.01","238.01","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 7"
"13-5387-2026","2026-02-18 13:39:15","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","3360000","140.42","140.42","3 B/R","","","","","0","0","","Aura"
"13-5390-2026","2026-02-18 13:51:56","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","1264400","230.32","230.32","4 B/R","","","","","0","0","","Aura"
"13-5417-2026","2026-02-19 10:00:17","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","3280000","264","264","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 3"
"13-5422-2026","2026-02-19 10:08:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","2570400","251.48","251.48","4 B/R","","","","","0","0","","Greenview 3"
"13-5426-2026","2026-02-19 10:11:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2912000","168","168","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"13-5427-2026","2026-02-19 10:16:31","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2780000","295.13","295.13","4 B/R","","","","Dubai Cycling Course","0","0","","SAFI TOWNHOUSES"
"13-5429-2026","2026-02-19 10:30:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2640000","274.5","274.5","4 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE HAYAT"
"13-5452-2026","2026-02-19 11:53:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","3520000","343.92","343.92","3 B/R","","","","Global Village","0","0","",""
"13-5458-2026","2026-02-19 11:06:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2960000","236.03","236.03","4 B/R","","","","IMG World Adventures","0","0","","La Rosa 6 "
"13-5462-2026","2026-02-19 11:23:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE LAKES","Building","Villa","3553800","288.92","288.92","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","The Lakes Zulal"
"13-5472-2026","2026-02-19 11:56:03","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4781000","358.05","358.05","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 3"
"13-5475-2026","2026-02-19 11:30:43","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2080000","174","174","3 B/R","","","","","0","0","","The Valley - Orania"
"13-5493-2026","2026-02-19 12:44:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3220000","323.6","323.6","4 B/R","","","","","0","0","","The Pulse- Beachfront"
"13-5504-2026","2026-02-19 12:36:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3240000","252.96","252.96","4 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"13-5513-2026","2026-02-19 13:35:38","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3152500","198.17","198.17","3 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","MAPLE 2 "
"13-5524-2026","2026-02-19 15:02:54","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2787410","260.75","260.75","4 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"13-5530-2026","2026-02-19 14:57:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3520000","331.82","331.82","4 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"13-5549-2026","2026-02-20 10:01:03","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3080000","244.87","244.87","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 8"
"13-5556-2026","2026-02-20 09:46:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1137500","96.2","96.2","2 B/R","","","","","0","0","","Rukan 3"
"13-5559-2026","2026-02-20 10:46:53","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2400000","187.92","187.92","3 B/R","","","","","0","0","","REEM TOWNHOUSES"
